8069		5.344401e+00	1343	1.952640e+01	320	1.723770e+01	252
8070		6.764984e+01	1	8.198869e+00	981	1.124586e+01	925
8166		9.300246e+00	115	2.405036e+01	32	1.355330e+01	1802
8168		5.397615e+00	1603	3.655458e+01	4	1.425914e+01	331
8174		9.916129e+00	138	8.826153e+00	3124	3.409612e+01	50
8218		1.115874e+01	236	2.647281e+01	49	5.238901e+01	7
8222		4.652017e+01	6	8.047581e+00	1667	8.550643e+00	3071
8256		4.389964e+00	1068	3.807430e+00	1413	7.530094e+00	2578
8262		1.603376e+01	201	1.109131e+01	1933	9.677093e+00	3753
8281		2.618016e+01	35	1.446601e+01	280	1.250055e+01	1463
8316		1.610216e+01	69	1.060988e+01	3325	1.080925e+01	4164
8334		1.367135e+01	115	2.291844e+01	32	1.180818e+01	938
8347		6.778659e+00	1032	9.088556e+00	907	2.105470e+01	65
8351		1.243009e+01	186	1.287985e+01	592	1.293485e+01	372
8386		3.391248e+01	2	5.945966e+00	2186	4.840043e+00	3983
8393		2.610063e+01	17	1.371876e+01	1106	1.389283e+01	3037
8395		1.614010e+01	99	9.640802e+00	1585	1.124569e+01	2741
8401		5.429137e+01	1	1.520092e+01	2512	1.523349e+01	4317
8435		6.974401e+00	192	1.445609e+01	200	1.047284e+01	1899
8443		7.244201e+00	782	4.591253e+01	8	6.936925e+00	1013
8451		2.097321e+01	18	2.576082e+01	13	9.772053e+00	3487
8456		2.357940e+01	147	1.113705e+01	1770	1.664815e+01	1221
8468		7.290988e+00	2641	5.644484e+01	3	7.877523e+00	4006
8484		1.242640e+01	152	5.885578e+00	805	7.346047e+00	2786
8491		8.865924e+00	3867	1.285934e+01	2426	1.930889e+01	216
8515		4.776861e+01	5	7.324645e+00	1046	1.216312e+01	2840
8527		3.010709e+01	136	4.701339e+01	5	1.079919e+01	837
8529		1.994089e+00	2085	2.079182e+01	60	6.969507e+01	3
8543		1.467235e+01	101	1.462659e+01	369	1.321503e+01	2565
8550		4.990479e+00	3295	1.411192e+01	428	6.561319e+00	1274
8553		3.223986e+01	34	1.414936e+01	450	9.816673e+00	1035
8557		2.756219e+01	13	3.809716e+01	18	1.421620e+01	2217
8582		7.247249e+00	258	7.897410e+00	2561	1.325901e+01	627
8614		4.485881e+00	399	9.623249e+00	1245	1.209117e+01	305
8642		7.311153e+00	3194	2.809296e+01	32	1.840094e+01	349
8647		2.454478e+01	17	1.374004e+01	735	1.197900e+01	1915
8685		3.560239e+00	2747	3.890783e+00	2546	2.706297e+01	29
8710		8.611126e+01	1	5.893864e+00	2915	6.036152e+00	2670
8715		6.208267e+00	566	1.371109e+01	251	1.124242e+01	341
8734		1.158975e+01	200	1.518714e+01	192	1.177320e+01	4247
8741		3.302572e+00	1576	1.581081e+01	87	7.625107e+00	780
8753		4.479196e+01	7	8.643205e+00	4275	1.032578e+01	1383
8765		4.003810e+01	23	3.713064e+01	33	1.484069e+01	3489
8788		7.827353e+00	313	8.433450e+00	2657	9.552073e+00	3292
8835		4.954230e+01	3	1.387592e+01	838	1.326929e+01	1100
8840		4.420009e+01	7	1.287131e+01	987	1.064191e+01	3406
8908		1.277144e+01	82	9.000699e+00	2749	1.164215e+01	3523
8914		3.058250e+01	13	1.035048e+01	555	9.160924e+00	1508
8924		2.956608e+01	54	1.575674e+01	171	1.545801e+01	319
8935		1.252226e+01	436	1.633006e+01	171	8.347612e+00	1827
8948		1.181313e+00	2582	5.294498e+01	3	3.765202e+00	3785
8959		7.762183e+01	1	7.656430e+00	1576	2.444567e+01	87
8965		6.211219e+00	376	9.198709e+00	3939	6.626380e+01	4
8967		4.432108e+01	6	7.190801e+00	2549	1.407817e+01	542
8991		3.123877e+01	8	2.371665e+01	678	1.701050e+01	3315
9004		1.229285e+01	77	6.979956e+00	1277	2.118086e+01	89
9014		9.258134e+00	4050	1.263792e+01	4075	1.562636e+01	1255
9038		2.074116e+01	135	1.662706e+01	497	1.418584e+01	1131
9045		3.049297e+00	1833	9.200407e+00	252	8.061701e+00	468
9080		4.448939e+01	2	1.342784e+01	1881	2.075436e+01	238
9081		5.751833e+01	1	1.120241e+01	3550	1.273649e+01	3536
9145		4.039606e+00	1413	6.581131e+00	1068	6.571551e+00	2578
9152		2.626250e+01	36	8.075753e+00	3065	2.297025e+01	63
9172		9.011722e+00	116	6.563809e+00	2147	7.034840e+01	1
9208		1.934697e+01	18	2.261579e+01	13	2.115869e+01	1089
9216		4.078140e+01	14	7.538511e+00	464	8.647834e+00	3153
9234		2.067075e+01	30	1.042479e+01	798	1.348240e+01	3626
9244		2.042829e+01	153	1.128605e+01	4145	1.149382e+01	2497
9257		4.562858e+01	4	3.716555e+01	136	2.088241e+01	218
9281		2.593690e+01	48	9.236636e+00	670	2.021716e+01	59
9311		2.665816e+01	31	1.328947e+01	694	1.350495e+01	467
9321		4.099127e+01	2	1.967608e+01	347	1.853123e+01	546
9326		5.948158e+01	1	1.088662e+01	3060	1.184744e+01	2759
9349		1.529225e+01	340	2.886646e+01	140	1.564641e+01	1261
9374		7.606530e+01	1	1.262328e+01	641	3.754988e+01	9
9381		8.192205e+00	1238	8.303807e+00	519	6.020700e+01	2
9405		5.632812e+00	2607	1.099602e+01	3853	1.678978e+01	503
9427		4.671858e+01	7	1.371837e+01	4042	1.750785e+01	1194
9438		1.992554e+01	83	1.014768e+01	2383	1.414758e+01	1622
9445		3.758818e+00	2357	1.677902e+01	165	6.978572e+00	3454
9447		1.982001e+01	140	7.805263e+00	3072	1.078573e+01	3584
9457		1.276249e+01	254	1.463037e+01	652	1.466735e+01	4025
9486		1.343850e+01	123	8.831554e+00	882	6.967288e+00	2632
9509		9.482758e+00	67	2.051616e+01	130	2.697261e+01	86
9512		2.477740e+01	79	4.595835e+01	16	2.156608e+01	201
9530		1.174048e+01	60	2.049854e+01	164	6.918131e+01	3
9543		7.569482e+00	121	1.008217e+01	905	2.809956e+01	50
9565		9.146804e+00	906	1.131642e+01	4253	5.151303e+01	7
9583		2.440147e+01	14	1.658338e+01	178	4.753325e+01	2
9611		5.370695e+00	429	2.316830e+01	33	1.153385e+01	2136
9617		6.747262e+01	2	2.632552e+01	45	5.338539e+01	19
9619		8.241474e+00	3781	6.740255e+01	5	2.139039e+01	384
9622		1.978353e+01	17	1.124971e+01	676	1.590100e+01	3621
9627		3.277641e+00	851	5.151579e+00	1410	2.039082e+01	103
9632		5.304296e+00	605	7.580940e+01	1	7.519867e+00	2543
9634		1.616436e+01	135	9.629737e+00	1275	1.229949e+01	453
9646		5.928120e+00	948	4.440075e+01	5	9.128985e+01	1
9657		6.197278e+00	415	6.800371e+00	1065	7.126808e+00	3557
9665		3.555944e+01	3	1.507165e+01	3843	1.696729e+01	1467
9670		1.789777e+01	310	1.248907e+01	1906	2.909042e+01	77
9687		1.255310e+01	350	1.185680e+01	576	1.957757e+01	97
9756		8.228189e+00	466	2.364769e+01	30	7.446480e+00	3058
9778		3.834111e+01	18	1.314143e+01	2369	1.598082e+01	1913
9782		9.888999e+00	3600	8.991731e+00	2767	1.114892e+01	3607
9797		7.330613e+00	2727	8.834604e+00	1579	1.478932e+01	675
9801		8.697173e+00	1047	1.572759e+01	134	1.799404e+01	182
9812		7.476322e+01	1	1.084614e+01	1974	1.314314e+01	1614
9856		1.116562e+01	4157	1.387362e+01	2673	1.405298e+01	3331
9879		4.275111e+01	3	7.958485e+00	845	1.218010e+01	2871
9890		3.453383e+00	1458	1.673907e+01	106	8.157185e+00	1691
9905		2.330771e+01	22	1.556577e+01	300	1.626842e+01	1003
9912		2.947700e+00	2986	2.360008e+01	70	9.935845e+00	3453
9932		1.595606e+01	97	2.302239e+01	18	9.472276e+00	869
9939		1.274070e+01	1281	1.067366e+01	3775	3.726260e+01	85
9946		7.400203e+00	1882	1.315519e+01	979	1.439530e+01	637
9979		6.665863e+01	2	2.359495e+01	139	1.512955e+01	526
9995		6.059555e+00	596	9.054632e+00	1734	2.683645e+01	13
10018		3.937021e+01	4	8.687158e+00	631	7.786089e+00	1936
10071		3.148691e+00	2113	1.025464e+01	740	6.733891e+00	4183
10075		8.881830e+01	1	1.238048e+01	1571	1.661170e+01	261
10078		4.770900e+01	6	1.750604e+01	157	1.480953e+01	530
10081		1.797599e+01	35	1.011320e+01	352	6.777051e+00	3043
10088		2.022469e+01	137	7.102440e+00	4304	1.080486e+01	2967
10092		6.620168e+00	3790	8.866161e+00	1248	7.247380e+00	3135
10098		6.583416e+00	3859	1.064768e+01	3179	5.807352e+01	4
10101		3.518939e+00	2980	8.670153e+00	1739	7.549118e+00	2981
10126		2.151978e+01	89	7.919269e+00	924	1.259110e+01	316
10128		5.879141e+00	3611	2.961292e+01	33	1.591546e+01	258
10157		7.019285e+00	222	6.243436e+00	2121	1.430729e+01	1051
10194		1.729302e+01	122	1.056548e+01	889	1.200956e+01	1142
10206		2.246049e+01	16	3.881401e+01	11	3.403969e+01	21
10218		7.325002e+00	414	1.430618e+01	421	1.086412e+01	1186
10254		1.364799e+01	97	9.479848e+00	595	1.727971e+01	404
10292		1.362061e+01	110	5.061130e+00	1694	1.796651e+01	70
10299		1.653707e+01	251	5.052692e+01	5	1.230816e+01	2843
10302		4.306767e+00	1672	1.907748e+01	72	7.707463e+00	3801
10313		2.653369e+01	33	2.896848e+01	51	1.938268e+01	140
10329		9.459542e+00	267	1.032080e+01	305	1.220434e+01	1179
10341		1.087670e+01	2417	2.579641e+01	50	3.867332e+01	11
10354		9.693735e+00	177	1.391517e+01	160	9.490124e+00	873
10366		1.130792e+01	2494	8.487998e+01	1	1.449124e+01	3339
10375		2.742026e+01	22	7.490528e+00	480	7.464423e+00	1530
10378		5.564553e+00	2157	6.354490e+00	1588	6.990237e+01	5
10394		5.192397e+00	2627	8.648852e+00	1449	3.128634e+01	38
10430		9.179576e+00	210	3.257805e+01	38	1.243714e+01	1990
10434		4.186258e+00	1685	6.822528e+00	2196	8.363834e+00	2902
10498		4.575546e+01	3	6.359977e+00	1764	9.587946e+00	1681
10534		9.576647e+00	1333	1.949299e+01	84	1.608044e+01	256
10561		2.284006e+01	102	1.347142e+01	1537	1.358572e+01	4026
10571		1.940572e+01	45	8.848366e+00	2107	1.333495e+01	669
10597		1.622517e+01	133	3.753986e+01	19	1.183593e+01	3199
10611		2.259207e+01	35	1.005168e+01	1067	1.149225e+02	1
10624		5.355673e+00	3304	5.793028e+00	1541	5.327289e+01	7
10630		4.748941e+01	6	1.537209e+01	535	2.116681e+01	119
10651		1.772130e+01	101	1.508324e+01	159	8.495330e+00	2777
10668		1.111469e+01	3119	1.934115e+01	394	3.358474e+01	24
10690		5.239482e+01	17	1.396776e+01	242	9.020225e+00	2240
10695		3.172228e+00	3509	1.033192e+01	1386	1.001492e+01	2736
10719		5.150238e+01	1	1.019254e+01	3407	1.252210e+01	791
10737		4.388376e+00	1523	5.577228e+00	852	1.075051e+01	419
10742		1.149481e+01	1093	1.267384e+01	2410	2.364514e+01	157
10757		3.110391e+01	7	9.336117e+00	1103	8.254430e+00	3310
10772		1.446450e+01	81	1.850540e+01	1794	3.788621e+01	27
10773		2.689825e+01	40	1.023908e+01	1191	1.227014e+01	966
10824		3.212222e+01	34	6.543577e+00	2595	7.226850e+00	2824
10836		2.361370e+01	165	2.550562e+01	156	4.668033e+01	9
10842		7.339133e+00	1007	8.599836e+01	1	6.832807e+00	2951
10860		1.939777e+01	71	9.779618e+00	2524	1.080072e+01	2983
10871		6.025074e+00	2305	6.602778e+00	3970	3.843768e+01	10
10897		8.449026e+00	434	1.023410e+01	251	7.313626e+00	2179
10977		3.590436e+01	9	3.277976e+01	23	1.468918e+01	3039
10980		3.566964e+01	3	9.947940e+00	2089	1.405280e+01	545
11002		9.763729e+00	2675	1.029556e+01	2680	1.045520e+02	1
11017		5.184318e+00	2267	8.912469e+00	843	7.561080e+00	2397
